danceability,playlist_genre,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_release_date,instrumentalness,acousticness
0.617,r&b,0.22,Brent Faiyaz,76,WASTELAND,3XgGQ1wjo5khvq2UImjyNF,ALL MINE,2022-07-08,9.16e-05,0.428
0.716,r&b,0.472,Summer Walker,74,Heart Of A Woman,2oVVaVY0LkzwAYYcyzon6Z,Heart Of A Woman,2024-10-25,0.0,0.482
0.657,r&b,0.726,USHER,69,8701,2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,2001-08-07,0.0,0.194
0.347,r&b,0.308,"Jhené Aiko, Kendrick Lamar",75,Sail Out,5nkUIVKqOqdpB6ApKgEMkv,Stay Ready (What A Life),2013-01-01,0.00366,0.455
0.795,r&b,0.409,"SZA, Travis Scott",77,Ctrl,0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),2017-06-09,0.0,0.112
0.602,r&b,0.395,Brent Faiyaz,75,Fuck The World,5PvVkf1Yuq3XyMqqjPiKPd,Been Away,2020-02-07,5.69e-05,0.477
0.707,r&b,0.517,"Summer Walker, SZA",72,Still Over It,08SB2OtZkaliju77WYEKxk,No Love (with SZA),2021-11-05,0.0,0.17
0.796,r&b,0.685,USHER,70,Confessions (Expanded Edition),7z3N2W7Xz1t2G2sAO8wFVH,Burn,2004-03-23,0.0,0.314
0.673,r&b,0.707,Ne-Yo,77,Year Of The Gentleman (Bonus Track Edition),34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,2008-01-01,0.0,0.52
0.686,r&b,0.617,Mario,75,Turning Point,7GaFYUqP2WdR4KTPk7cXoP,Let Me Love You,2004-03-15,0.0,0.178
0.856,r&b,0.886,"Brent Faiyaz, FELIX!, Tommy Richman",75,Larger Than Life,5iwUwADk4uQUvgMF6PlTRl,Upset (feat. Tommy Richman & FELIX!),2023-10-27,0.0,0.487
0.61,r&b,0.291,"Kehlani, Ty Dolla $ign",73,While We Wait,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),2019-02-22,0.0,0.367
0.816,r&b,0.649,USHER,69,8701,7J41dYQolQJEtj3UmKLu5r,U Got It Bad,2001-08-07,1.53e-06,0.0227
0.412,r&b,0.706,"Lloyd, Lil Wayne",73,Street Love,5Y77SQxEr1eiofPeUTPHxM,You,2007-01-01,0.0,0.102
0.81,r&b,0.832,Ne-Yo,74,Because Of You,6CFPFnS9EcLs2I0nWqtWci,Because Of You,2007-01-01,0.0,0.53
0.764,r&b,0.465,Brent Faiyaz,75,Lost,0oufSLnKQDoBFX5mgkDCgR,Trust,2018-10-19,9.37e-05,0.231
0.727,r&b,0.607,"Nelly, Kelly Rowland",77,Nellyville,0ARK753YaiJbpLUk7z5yIM,Dilemma,2002-06-25,0.00016,0.226
0.573,r&b,0.346,"USHER, Jeezy",74,Here I Stand,5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),2008-05-27,0.0,0.0572
0.625,r&b,0.235,Miguel,68,Kaleidoscope Dream (Deluxe Version),5hJFhO9dvhJoDvUZZ9iWSw,Adorn,2012,4.07e-05,0.0543
0.4,r&b,0.161,SZA,73,Ctrl,6gU9OKjOE7ghfEd55oRO57,The Weekend,2017-06-09,0.0,0.242
0.549,r&b,0.286,Brent Faiyaz,71,Fuck The World,0zWbYGQq5O1KQd0iqzgjP6,Rehab (Winter In Paris),2020-02-07,8.1e-05,0.809
0.62,r&b,0.77,"Paperboy Fabe, Brent Faiyaz",77,Language,4RnvS1tmh1ERhjXX6dxv95,Language,2017-05-12,0.0075,0.0422
0.845,r&b,0.702,USHER,68,Confessions (Expanded Edition),7wBThXx7BGZHJJ3aN3OPvv,Confessions Part II,2004-03-23,0.0,0.0586
0.617,electronic,0.446,"The Chainsmokers, Coldplay",86,Memories...Do Not Open,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2017-04-07,1.44e-05,0.0498
0.671,electronic,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",84,Planet Pit (Deluxe Version),4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,0.191
0.475,electronic,0.159,"DJ Snake, Justin Bieber",83,Encore,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,2016-08-05,2.67e-05,0.0863
0.646,electronic,0.418,"Calvin Harris, Ellie Goulding",82,Motion,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,0.213
0.527,electronic,0.654,Avicii,82,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,0.0166
0.88,electronic,0.884,Regard,80,Ride It,2tnVG71enUj33Ic2nFN6kZ,Ride It,2019-07-26,6.43e-05,0.177
0.782,electronic,0.603,"OMI, Felix Jaehn",80,Me 4 U,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,2015-10-16,1.18e-05,0.166
0.748,electronic,0.661,"The Chainsmokers, Halsey",84,Closer,7BKLCZ1jbUBVqRi2FVlTVw,Closer,2016-07-29,0.0,0.414
0.468,electronic,0.159,Alan Walker,80,Different World,698ItKASDavgwZ3WjaWjtz,Faded,2018-12-14,7.97e-06,0.0281
0.596,electronic,0.743,Calvin Harris,81,Motion,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,0.0211
0.694,electronic,0.163,"Dynoro, Gigi D'Agostino",80,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,2018-06-08,1.1e-05,0.176
0.581,electronic,0.788,"Pitbull, Kesha",82,Global Warming: Meltdown (Deluxe Version),3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0.0,0.0295
0.604,electronic,0.301,"David Guetta, Sia",80,Nothing but the Beat (Ultimate Edition),0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,0.0679
0.664,electronic,0.71,"Mike Posner, Seeb",79,"At Night, Alone.",0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,2016-05-06,8.42e-06,0.0353
0.636,electronic,0.636,"Robin Schulz, Francesco Yates",78,Sugar,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),2015-09-25,0.0,0.0185
0.579,electronic,0.613,Avicii,78,Stories,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,2015-10-02,0.0,0.31
0.73,electronic,0.575,"Jennifer Lopez, Pitbull",78,Love?,3C0nOe05EIt1390bVABLyN,On The Floor,2011-04-29,0.000486,0.105
0.533,electronic,0.425,"The Chainsmokers, Daya",80,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,0.156
0.414,electronic,0.348,"Calvin Harris, John Newman",79,Motion,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),2014-10-31,0.00574,0.0287
0.608,electronic,0.437,"Flo Rida, Sia",77,Wild Ones,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,0.0,0.0991
0.794,electronic,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,1.07e-06,0.0426
0.646,electronic,0.571,Axwell /\ Ingrosso,77,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,2017-07-28,0.0,0.0275
0.501,electronic,0.168,"Martin Garrix, Bebe Rexha",77,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,2016-07-29,0.0,0.109
0.793,electronic,0.466,"Kungs, Cookin' On 3 Burners",76,Layers,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-11-04,3.6e-05,0.0927
0.772,electronic,0.501,"will.i.am, Britney Spears",76,#willpower,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,2013-01-01,8.96e-05,0.019
0.631,electronic,0.465,"Calvin Harris, Rihanna",77,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,2016-04-29,0.119,0.199
0.79,electronic,0.72,Stromae,75,Cheese,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,2010-01-01,0.00202,0.0983
0.735,electronic,0.6,"Rihanna, Calvin Harris",75,Talk That Talk,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011-11-19,0.00141,0.025
0.829,electronic,0.45,"Mr. Probz, Robin Schulz",75,Waves (Robin Schulz Radio Edit),1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,2014-02-07,0.00143,0.00821
0.616,electronic,0.473,"Flo Rida, David Guetta",76,Only One Flo (Part 1),6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),2010-11-24,0.0,0.0283
0.544,electronic,0.51,"Calvin Harris, Alesso, Hurts",76,Motion,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),2014-10-31,0.000914,0.129
0.72,electronic,0.357,"Aaron Smith, Krono, Luvli",75,Dancin (feat. Luvli) [Krono Remix],6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,2014-11-07,1.41e-05,0.101
0.613,electronic,0.476,Daft Punk,74,Discovery,0DiWol3AO6WpXZgp0goxAV,One More Time,2001-03-12,0.0,0.0194
0.704,electronic,0.411,"Kygo, Conrad Sewell",74,Cloud Nine,1I8tHoNBFTuoJAlh4hfVVE,Firestone,2016-05-13,3.17e-05,0.393
0.73,electronic,0.704,"Jonas Blue, JP Cooper",74,Blue,3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,2018-11-09,0.0,0.39
0.621,electronic,0.0348,"Shouse, David Guetta",74,Love Tonight (David Guetta Remix),2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),2021-06-11,0.357,0.015
0.506,electronic,0.383,Galantis,74,Pharmacy,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),2015-06-05,0.00193,0.00711
0.583,electronic,0.224,"DJ Snake, Bipolar Sunshine",73,Encore,0g5EKLgdKvNlln7TNqBByK,Middle,2016-08-05,0.0,0.0138
0.498,electronic,0.469,"Guru Josh Project, Klaas",73,Infinity 2008,3aQz0z86zrKjd1mcZlonxE,Infinity 2008 - Klaas Vocal Edit,2008-05-07,0.00918,0.000313
0.56,electronic,0.432,Olly Alexander (Years & Years),73,Communion (Deluxe),3AeicLnm55RqcXGBKYQolM,King,2015-07-10,0.0,0.0594
0.509,electronic,0.176,"Zedd, Foxes",73,Clarity,60wwxj6Dd9NJlirf84wr2c,Clarity,2012-01-01,0.0,0.0398
0.596,electronic,0.525,"David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",73,Listen,285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014-11-10,0.0,0.24
0.78,electronic,0.459,"Felix Jaehn, Jasmine Thompson",73,I,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018-02-16,0.000168,0.668
0.778,electronic,0.496,"Alok, Zeeba, Bruno Martini",73,Hear Me Now (feat. Zeeba),39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,2016-10-21,0.00289,0.546
0.674,electronic,0.33,"Surf Mesa, Emilee",73,ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),2019-11-26,0.00188,0.0686
0.572,electronic,0.11,"Lana Del Rey, Cedric Gervais",72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013-02-01,6.53e-06,0.0157
0.751,electronic,0.814,Taio Cruz,72,The Rokstarr Hits Collection,2CEgGE6aESpnmtfiZwYlbV,Dynamite,2010-01-01,0.0,0.0039
0.799,electronic,0.549,"Clean Bandit, Jess Glynne",72,New Eyes,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),2014-06-02,2.03e-06,0.162
0.789,electronic,0.664,"Topic, A7S",72,Breaking Me,3H7ihDc1dqLriiWXwsc2po,Breaking Me,2019-12-19,0.0,0.223
0.798,electronic,0.235,Tiësto,72,The Business,6f3Slt0GbA2bPZlz0aIFXN,The Business,2020-09-16,0.0192,0.414
0.69,electronic,0.544,"Zedd, Alessia Cara",73,Stay,6uBhi9gBXWjanegOb2Phh0,Stay,2017-02-23,0.0,0.253
0.75,electronic,0.355,"LMFAO, Lauren Bennett, GoonRock",72,Sorry For Party Rocking,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,2011-01-01,0.0,0.0202
0.713,electronic,0.343,"The Chainsmokers, ROZES",71,Roses,3vv9phIu6Y1vX3jcqaGz5Z,Roses,2015-06-16,0.00377,0.0435
0.711,electronic,0.824,"Icona Pop, Charli xcx",71,THIS IS... ICONA POP,2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),2013-08-27,1.64e-05,0.00952
0.691,electronic,0.8,"David Guetta, Ne-Yo, Akon",71,Nothing but the Beat (Ultimate Edition),5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),2012-12-07,0.0,0.173
0.956,electronic,0.841,Daft Punk,71,Homework,1pKYYY0dkg23sQQXi0Q5zN,Around the World,1997-01-17,0.889,0.00356
0.551,electronic,0.145,"Armin van Buuren, Trevor Guthrie",70,Intense,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,2013-05-03,2.77e-06,0.0391
0.883,electronic,0.595,"AronChupa, Little Sis Nora",70,I'm an Albatraoz,5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,2014-08-08,0.00449,0.601
0.503,electronic,0.356,"Alesso, Tove Lo",70,Forever,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),2015-05-22,0.0,0.0305
0.599,electronic,0.26,"Disclosure, Eliza Doolittle, Flume",70,Settle (Special Edition),3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,2013-06-03,0.000107,0.378
0.561,soul,0.242,Teddy Swims,81,Lose Control,6usohdchdzW9oML7VC4Uhk,Lose Control,2023-06-23,1.9e-05,0.199
0.591,soul,0.451,Daniel Caesar,70,NEVER ENOUGH,3ym8ajVmKm6Fybgov3WBI5,Let Me Go,2023-04-07,0.00334,0.694
0.521,gaming,0.535,"Lady Gaga, Bruno Mars",100,Die With A Smile,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,0.308
0.747,gaming,0.438,Billie Eilish,97,HIT ME HARD AND SOFT,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,0.2
0.7,gaming,0.785,Chappell Roan,94,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,0.0502
0.701,gaming,0.69,Sabrina Carpenter,90,Espresso,2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,0.107
0.561,gaming,0.242,Teddy Swims,89,I've Tried Everything But Therapy (Part 1),17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,0.199
0.569,gaming,0.201,"Travis Scott, Playboi Carti",88,UTOPIA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),2023-07-28,0.0,0.0316
0.635,gaming,0.332,Myles Smith,88,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,0.246
0.742,gaming,0.957,Chappell Roan,88,The Rise and Fall of a Midwest Princess,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0.0187
0.898,gaming,0.214,Kendrick Lamar,88,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,0.0107
0.432,gaming,0.544,Benson Boone,87,Fireworks & Rollerblades,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0.0,0.174
0.722,gaming,0.604,Shaboozey,86,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,0.0633
0.727,gaming,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",86,Move,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,0.0563
0.464,gaming,0.262,"Hanumankind, Kalmi",85,Big Dawgs,0OA00aPt3BV10qeMIs3meW,Big Dawgs,2024-07-09,0.0,0.0235
0.669,gaming,0.579,Sabrina Carpenter,88,Please Please Please,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,0.274
0.561,gaming,0.304,"David Guetta, Bebe Rexha",85,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,7.07e-06,0.00383
0.571,gaming,0.216,d4vd,85,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,0.00805,0.453
0.477,gaming,0.314,"LISA, ROSALÍA",85,New Woman (feat. ROSALÍA),7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2024-08-15,0.0,0.0858
0.472,gaming,0.219,Benson Boone,85,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,0.151
0.776,gaming,0.618,"Charli xcx, Billie Eilish",85,Guess featuring Billie Eilish,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,0.0146
0.599,gaming,0.747,Artemas,84,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,2024-03-19,0.0106,0.000938
0.638,gaming,0.731,"Post Malone, Morgan Wallen",84,I Had Some Help,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,0.00757
0.745,gaming,0.226,Lil Tecca,84,We Love You Tecca,1lOe9qE0vR9zwWQAOk6CoO,Ransom,2019-08-30,0.0,0.0204
0.476,gaming,0.505,Odetari,84,KEEP UP // FROSTBITE,2yR2sziCF4WEs3klW1F38d,KEEP UP,2024-07-17,0.00916,0.0172
0.64,gaming,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,WE DON'T TRUST YOU,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0.0,0.0215
0.915,gaming,0.287,Gunna,84,One of Wun,4Na2HfNSr58chvfX69fy36,one of wun,2024-05-10,0.000163,0.0872
0.704,gaming,0.31,"HUGEL, Topic, Arash, Daecolm",83,I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,0.00926
0.853,gaming,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,0.633
0.701,gaming,0.22,Taylor Swift,83,THE TORTURED POETS DEPARTMENT,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,2024-04-18,0.0,0.123
0.804,gaming,0.962,Charli xcx,83,BRAT,19RybK6XDbAVpcdxSbZL1o,Apple,2024-06-07,0.0174,0.125
0.592,gaming,0.225,XXXTENTACION,82,?,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,0.000331,0.661
0.687,gaming,0.671,"Marshmello, Bastille",82,Happier,7BqHUALzNBTanL6OvsqmC1,Happier,2018-08-17,0.0,0.191
0.814,gaming,0.312,"Future, Metro Boomin, Kendrick Lamar",83,WE DON'T TRUST YOU,2tudvzsrR56uom6smgOcSf,Like That,2024-03-22,1.28e-05,0.00709
0.755,gaming,0.925,"Post Malone, Swae Lee",82,Hollywood's Bleeding,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,0.0,0.533
0.847,gaming,0.22,Gunna,82,a Gift & a Curse,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0.0,0.119
0.646,gaming,0.64,Mark Ambor,82,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0.0,0.491
0.625,gaming,0.244,21 Savage,81,american dream,52eIcoLUM25zbQupAZYoFh,redrum,2024-01-12,0.000983,0.00598
0.463,gaming,0.339,"Future, Drake, Tems",82,I NEVER LIKED YOU,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),2022-04-29,0.0,0.314
0.634,gaming,0.785,"Marshmello, Kane Brown",81,Miles On It,4pkb8SbRGeHAvdb87v9rpf,Miles On It,2024-05-03,0.0,0.00537
0.921,gaming,0.711,XXXTENTACION,81,?,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,0.00404,0.556
0.808,gaming,0.829,"Eminem, Juice WRLD",81,Music To Be Murdered By,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0.0,0.145
0.771,gaming,0.19,"Zerb, The Chainsmokers, Ink",81,Addicted,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,2024-03-29,0.000163,0.0245
0.887,gaming,0.932,Gunna,82,One of Wun,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,2024-05-10,1.16e-06,0.381
0.673,gaming,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",81,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,0.0229
0.857,gaming,0.796,Charli xcx,81,BRAT,4w2GLmK2wnioVnb5CPQeex,360,2024-06-07,0.244,0.646
0.936,gaming,0.889,Eminem,81,Houdini,2HYFX63wP3otVIvopRS99Z,Houdini,2024-05-31,1.88e-06,0.0292
0.645,gaming,0.295,Ariana Grande,81,eternal sunshine,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,0.0615
0.896,gaming,0.642,Roddy Ricch,81,Please Excuse Me for Being Antisocial,0nbXyq5TXYPCO7pr3N8S4I,The Box,2019-12-06,0.0,0.104
0.943,gaming,0.606,Jack Harlow,81,Lovin On Me,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,2.19e-06,0.0026
0.732,gaming,0.401,Lil Uzi Vert,81,Luv Is Rage 2,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,2017-08-25,0.0,0.00264
0.882,gaming,0.886,"Central Cee, Lil Baby",81,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0.0,0.359
0.762,gaming,0.282,"Lost Frequencies, Calum Scott",81,All Stand Together,3mfER4ORePHvN35cbZ3dkV,Where Are You Now,2023-11-10,0.000205,0.51
0.829,gaming,0.638,Sleepy Hallow,80,Still Sleep?,4XvcHTUfIlWfyJTRG0aqlo,2055,2021-06-02,0.0,0.492
0.701,gaming,0.732,"24kGoldn, iann dior",80,El Dorado,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0.0,0.174
0.681,gaming,0.504,Eternxlkz,80,SLAY!,67smGwuPEtA6GAfeweAVNO,SLAY!,2024-03-15,0.734,0.0863
0.529,gaming,0.366,"Drake, 21 Savage",80,"Honestly, Nevermind",3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),2022-06-17,2.41e-06,0.000307
0.709,gaming,0.533,"Metro Boomin, Future, Chris Brown",79,HEROES & VILLAINS,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],2022-12-02,2.97e-06,0.138
0.702,gaming,0.0356,"Disclosure, Eliza Doolittle, Rivo",79,You & Me (Rivo Remix),0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,2023-12-22,0.495,0.583
0.918,gaming,0.706,"Dave, Central Cee",79,Sprinter,2FDTHlrBguDzQkp7PVj16Q,Sprinter,2023-06-01,0.0,0.263
0.671,gaming,0.543,"Sonny Fodera, Jazzy, D.O.D",79,Somedays,3wo3d0I5H8KjkwGvnz8WbB,Somedays,2024-07-26,1.29e-05,0.019
0.62,gaming,0.194,Jungle,79,Volcano,19kHhX6f6EfLU7rcO3RqjO,Back On 74,2023-08-11,0.000147,0.207
0.904,gaming,0.613,Tommy Richman,78,DEVIL IS A LIE,6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,2024-06-14,0.0,0.174
0.803,gaming,0.435,Bryson Tiller,78,Whatever She Wants,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,2024-02-13,0.0,0.128
0.831,gaming,0.142,Kendrick Lamar,78,euphoria,77DRzu7ERs0TX3roZcre7Q,euphoria,2024-04-30,0.0,0.046
0.574,gaming,0.526,"JID, 21 Savage, Baby Tate",78,The Forever Story (Extended Version),1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),2022-10-31,0.0,0.164
0.565,gaming,0.429,d4vd,78,Feel It (From The Original Series “Invincible”),3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,2024-03-28,0.0,0.0288
0.767,gaming,0.187,Creeds,77,Push Up (Main Edit),3AjSfp5FDvwtMU9XBsbS8j,Push Up - Main Edit,2023-03-31,0.836,0.209
0.628,gaming,0.416,Kenya Grace,77,Strangers,5mjYQaktjmjcMKcUIcqz4s,Strangers,2023-09-01,0.00274,0.701
0.777,gaming,0.637,"Chase & Status, Stormzy",77,BACKBONE,3HrHhTWonBqF4mDasi8xvC,BACKBONE,2024-08-08,3.86e-05,0.285
0.755,gaming,0.702,"xxanteria, isq",77,FUNKED UP,4VL5XwfATZuAVTW471Wpro,FUNKED UP - SLOWED,2024-01-19,0.925,0.00288
0.741,gaming,0.934,Hozier,77,Unheard,4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,0.000809,0.0295
0.537,gaming,0.222,LXNGVX,77,Montagem Mysterious Game,7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,2023-12-01,0.878,0.146
0.817,gaming,0.502,"CURSEDEVIL, DJ FKU, Skorde",77,TUCA DONKA,7bxyNLXYaEYaZTxAuQTHlD,TUCA DONKA,2023-07-28,0.767,0.0683
0.864,gaming,0.726,Doja Cat,77,Scarlet,56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,2023-09-20,3.85e-06,0.255
0.877,gaming,0.795,"S3BZS, Mc Gw, Mc Menor Do Alvorada",77,MONTAGEM - PR FUNK,6njJR3OIp3oA0Kc4aC9Tzf,MONTAGEM - PR FUNK,2023-05-01,0.056,0.734
0.911,gaming,0.972,Central Cee,77,Doja,3LtpKP5abr2qqjunvjlX5i,Doja,2022-07-21,0.0,0.38
0.848,gaming,0.586,"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",77,Somebody (2024),0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),2024-02-09,0.18,0.016
0.58,gaming,0.589,"Kygo, Ava Max",76,Whatever,0LMwmV37RCmBO2so0szAFs,Whatever,2024-01-19,0.0,0.104
0.65,gaming,0.253,Rich Amiri,76,Ghetto Fabulous,69phA1R4gmQsBFRQ3INW8C,ONE CALL,2023-11-17,2.67e-05,0.00617
0.673,gaming,0.14,"Drake, Yeat",76,For All The Dogs,2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),2023-10-06,0.000284,0.0466
